,0,0
610,ATP8A2,28.463122173435778
611,KRTAP12-1,28.577670774210485
612,ERBB4,28.583355910980522
613,GAST,28.58783520460055
614,ATF7IP2,28.651029195286924
615,APOD,28.65323943958988
616,B3GALT2,28.712601947192912
617,ABCB11,28.71830417631261
618,RAMP3,28.757663197369933
619,FBXO43,28.774316574992664
620,MORC1,28.791366826040882
621,STC1,28.852923416022335
622,RCBTB1,28.947549743689116
623,CHRDL1,28.99139739562972
624,AATK,29.01503736875457
625,PGR,29.03196051181699
626,GNG13,29.04157675579249
627,ASTE1,29.050111180482812
628,GLDC,29.107586883838486
629,ADCYAP1R1,29.109817685309896
630,EPHB2,29.221548666185026
631,IFNG,29.2487778567033
632,SYT17,29.283160986514773
633,CDC27,29.346340589773106
634,CELSR3,29.388510595397733
635,WNT2,29.426898870441338
636,IGFBPL1,29.443816568009634
637,TMEFF1,29.461752225850734
638,CDH10,29.483948798111665
639,IDO1,29.54991975899971
640,CIT,29.557958547720354
641,BEX4,29.681484317423397
642,HSPB3,29.744265587874256
643,SNTA1,29.74541123575377
644,MYOG,29.746973097641217
645,DUSP14,29.756104854762373
646,CXCL10,29.836112115972302
647,IL9,29.917326098233055
648,RNF219,29.96880874461262
649,PHLDB2,30.005464972273966
650,MYCBPAP,30.009605920287008
651,CDON,30.013485599106303
652,WNT2B,30.059053300830474
653,CAMKK2,30.086133343281972
654,SLC25A29,30.11584281495657
655,CSF3R,30.120467099400024
656,SYCP1,30.148317304512307
657,CDK12,30.16462282894584
658,LCP2,30.18408073642116
659,HOXB4,30.219830001598126
660,KRT75,30.249501628188202
661,SYN3,30.267168488155782
662,CACNB4,30.31001072084278
663,TLR8,30.417037350387403
664,SMPD3,30.441238143794674
665,KRTAP21-1,30.445706745163616
666,BCL9,30.461356121681682
667,IL31RA,30.46581064300099
668,ANGPT2,30.545289884817517
669,HTR2B,30.548145888922434
670,KLRC1,30.58451432194057
671,NPVF,30.60877413203532
672,RAD18,30.617501744301943
673,PIP5K1B,30.649797087486423
674,SHISA2,30.703637329240696
675,MCM9,30.714007757443156
676,MYH6,30.765196720658494
677,GRIK2,30.90472657074742
678,SH2D2A,30.922244041273416
679,CILP2,30.928786040208138
680,APOC2,30.985906792652834
681,GSX1,31.002812893179122
682,CHRNE,31.01825758226292
683,RNF141,31.046338296013516
684,PPARGC1A,31.05652375111574
685,DHX58,31.056611240455815
686,VAMP5,31.090255940190918
687,TEAD1,31.15576436241998
688,MAT1A,31.162260608885116
689,KRTAP6-2,31.168784897185187
690,ERBB2,31.175124840641583
691,MMP16,31.249684702931862
692,IKZF2,31.31774587638272
693,FN3K,31.385449319017273
694,SLC16A8,31.425851536541504
695,GAP43,31.473277041210157
696,GDF5,31.474218260150433
697,ADAM22,31.486879322741203
698,EPS8,31.507071150294912
699,ACRBP,31.544530605657194
700,DPPA2,31.55132637102517
701,MSH4,31.565815571284634
702,IL2,31.64743114336488
703,FAM109B,31.696771162685987
704,ECE1,31.84557491422459
705,ADAMDEC1,31.865045023048307
706,CAPZA3,31.94806443336028
707,CLDN11,31.957358156261133
708,BCO2,32.003001467983175
709,SRPK3,32.03822043987192
710,CHGA,32.18617778397799
711,MT4,32.19110215543124
712,CD4,32.20032138916188
713,DDX4,32.26597983282027
714,USP26,32.301482731165606
715,COL2A1,32.35823578837812
716,CHRNG,32.57986406059399
717,FGA,32.588400386844405
718,SYT10,32.58899036367091
719,CLCN2,32.59986219368784
720,PLAG1,32.60590431573428
721,ASGR1,32.62033098418131
722,RNF144B,32.632159006687864
723,ADAMTS10,32.660277782927544
724,BAI1,32.68669267825277
725,SLC22A8,32.7298646897704
726,BHLHE23,32.83385102564492
727,CGREF1,32.84251924170441
728,BCL7A,32.84770224653152
729,CFTR,32.87118665649166
730,INSM2,32.89882899633561
731,VTN,32.97920357382241
732,DLX2,32.98158499042966
733,NR6A1,33.017743678131595
