Gene,Count
Timm13,1
Lmnb2,1
Gadd45b,1
Gng7,1
Diras1,1
Slc39a3,1
Sgta,1
Thop1,1
Creb3l3,1
Mir5615-1,1
Mir5615-2,1
Map2k2,1
Zbtb7a,1
Pias4,1
Eef2,1
Snord37,1
Dapk3,1
Atcayos,1
Nmrk2,1
Atcay,1
Zfr2,1
Matk,1
Mrpl54,1
Apba3,1
Mir3057,1
Tjp3,1
Pip5k1c,1
Cactin,1
Tbxa2r,1
Gipc3,1
Hmg20b,1
Mfsd12,1
4930404N11Rik,1
Fzr1,1
Dohh,1
Mir6913,1
Smim24,1
Nfic,1
Mir1191b,1
Celf5,1
Ncln,1
S1pr4,1
Gna15,1
Gna11,1
Aes,1
Tle2,1
Tle6,1
BC025920,1
Sirt6,1
Ankrd24,1
Gm10778,1
Zfp433,1
Zfp781,1
Zfp873,1
AU041133,1
Zfp938,1
Gm1553,1
1190007I07Rik,1
Tdg,1
Gm9855,1
Glt8d2,1
Hcfc2,1
Nfyb,1
1700028I16Rik,1
Txnrd1,1
Eid3,1
Chst11,1
Slc41a2,1
D10Wsu102e,1
Aldh1l2,1
A230046K03Rik,1
Appl2,1
1500009L16Rik,1
Nuak1,1
4930463O16Rik,1
Ckap4,1
Platr7,1
Tcp11l2,1
Polr3b,1
Rfx4,1
Ric8b,1
Fhl4,1
Tmem263,1
Mterf2,1
Cry1,1
Btbd11,1
Pwp1,1
Prdm4,1
Ascl4,1
Rtcb,1
Bpifc,1
Fbxo7,1
Syn3,1
4930486F22Rik,1
Timp3,1
1810014B01Rik,1
Hsp90b1,1
Ttc41,1
Nt5dc3,1
Stab2,1
1700113H08Rik,1
Ascl1,1
Pah,1
Igf1,1
Tyms-ps,1
Pmch,1
Parpbp,1
Nup37,1
Ccdc53,1
Dram1,1
Gnptab,1
Sycp3,1
Chpt1,1
Mybpc1,1
Spic,1
Gm4925,1
Arl1,1
Utp20,1
Slc5a8,1
Ano4,1
Gas2l3,1
Nr1h4,1
Slc17a8,1
Scyl2,1
1500026H17Rik,1
Actr6,1
Uhrf1bp1l,1
Anks1b,1
Apaf1,1
Ikbip,1
Slc25a3,1
Tmpo,1
1190007I07Rik&1500009L16Rik&1500026H17Rik&1600002K03Rik&1700009J07Rik&1700028I16Rik&1700094J05Rik&1700113H08Rik&1810014B01Rik&1810043G02Rik&2310011J03Rik&2610008E11Rik&2610028H24Rik&4930404N11Rik&4930463O16Rik&4930483K19Rik&4930486F22Rik&4933407G14Rik&A230046K03Rik&A330049N07Rik&AU041133&Abca7&Abhd17a&Actr6&Adamtsl5&Adarb1&Adat3&Adora2a&Aes&Agpat3&Aire&Aldh1l2&Amh&Ankrd24&Anks1b&Ano4&Ap3d1&Apaf1&Apba3&Apc2&Appl2&Arid3a&Arl1&Ascl1&Ascl4&Atcay&Atcayos&Atp5d&Atp8b3&BC025920&Bc1&Bcr&Bpifc&Bsg&Btbd11&Btbd2&C2cd4c&Cabin1&Cactin&Casp14&Cbarp&Ccdc105&Ccdc53&Cdc34&Celf5&Cfd&Chchd10&Chpt1&Chst11&Cirbp&Ckap4&Cnn2&Col18a1&Col6a1&Col6a2&Creb3l3&Cry1&Csnk1g2&Cstb&D10Jhu81e&D10Wsu102e&Dapk3&Dazap1&Ddt&Derl3&Dip2a&Diras1&Dnmt3l&Dohh&Dot1l&Dram1&E130317F20Rik&Eef2&Efna2&Eid3&Elane&Fam207a&Fbxo7&Fgf22&Fhl4&Fstl3&Ftcd&Fzr1&Gadd45b&Gamt&Gas2l3&Ggt1&Ggt5&Gipc3&Glt8d2&Gm10024&Gm10100&Gm10142&Gm10272&Gm10318&Gm10778&Gm10778&Gm10787&Gm10941&Gm1553&Gm17769&Gm19402&Gm19668&Gm2696&Gm3238&Gm3285&Gm4925&Gm5134&Gm5779&Gm867&Gm9855&Gna11&Gna15&Gnaz&Gng7&Gnptab&Gpx4&Grin3b&Gstt1&Gstt2&Gstt3&Gstt4&Gucd1&Gzmm&Hcfc2&Hcn2&Hmg20b&Hmha1&Hsp90b1&Icosl&Igf1&Ikbip&Ilvbl&Itgb2&Izumo4&Jsrp1&Kiss1r&Klf16&Krtap10-10&Krtap10-4&Krtap12-1&Lingo3&Lmnb2&Lrrc3&Lrrc75b&Lsm7&Lss&Madcam1&Map2k2&Matk&Mbd3&Mcm3ap&Med16&Mex3d&Mfsd12&Midn&Mier2&Mif&Mir1191b&Mir1930&Mir1982&Mir3057&Mir5615-1&Mir5615-2&Mir6409&Mir6410&Mir678&Mir6907&Mir6908&Mir6909&Mir6910&Mir6911&Mir6912&Mir6913&Mir7659&Misp&Mknk2&Mmp11&Mob3a&Mrpl54&Mterf2&Mum1&Mybpc1&Ncln&Ndufs7&Nfic&Nfyb&Nmrk2&Nr1h4&Nt5dc3&Nuak1&Nup37&Oaz1&Oaz1-ps&Odf3l2&Olfr1351&Olfr1352&Olfr1353&Olfr1354&Olfr1355&Olfr1356&Olfr1357&Olfr57&Olfr8&Onecut3&Pah&Palm&Parpbp&Pcbp3&Pcdh15&Pcnt&Pcsk4&Pdxk&Pfkl&Pias4&Pip5k1c&Platr7&Plekhj1&Plk5&Plpp2&Plppr3&Pmch&Pofut2&Polr2e&Polr3b&Polrmt&Prdm4&Prmt2&Prss57&Prtn3&Ptbp1&Pttg1ip&Pwp1&Pwp2&R3hdm4&Rab36&Reep6&Rexo1&Rfx4&Ric8b&Rnf126&Rps15&Rrp1&Rsph14&Rtcb&S100b&S1pr4&Sbno2&Scamp4&Scyl2&Sf3a2&Sgta&Shc2&Sirt6&Slc17a8&Slc19a1&Slc1a6&Slc25a3&Slc39a3&Slc41a2&Slc5a4a&Slc5a4b&Slc5a8&Smarcb1&Smim24&Snord37&Snrpd3&Spatc1l&Specc1l&Spic&Sppl2b&Stab2&Stk11&Sumo3&Susd2&Sycp3&Syde1&Syn3&Tbxa2r&Tcf3&Tcp11l2&Tdg&Theg&Thop1&Timm13&Timp3&Tjp3&Tle2&Tle6&Tmem259&Tmem263&Tmpo&Tmprss9&Tpgs1&Trappc10&Trpm2&Tspear&Ttc41&Txnrd1&Tyms-ps&Ube2g2&Uhrf1bp1l&Upb1&Uqcr11&Utp20&Vmn2r80&Vmn2r81&Vmn2r82&Vmn2r83&Vpreb3&Wdr18&Ybey&Zbtb7a&Zfp280b&Zfp433&Zfp433&Zfp781&Zfp781&Zfp873&Zfp938&Zfr2&Zwint,1
Mir135a-2,1
Rmst,1
Mir1251,1
Gm20757,1
Nedd1,1
Cdk17,1
Mir1931,1
Elk3,1
Gm17745,1
Mir7688,1
Lta4h,1
Hal,1
Amdhd1,1
Ccdc38,1
Snrpf,1
4933408J17Rik,1
Ntn4,1
Gm8580,1
Gm15915,1
Usp44,1
Metap2,1
Vezt,1
Mir331,1
Fgd6,1
Nr2c1,1
Ndufa12,1
Gm4792,1
Tmcc3,1
Mir7211,1
Cep83os,1
Cep83,1
Plxnc1,1
Gm29684,1
Cradd,1
2310039L15Rik,1
Socs2,1
5730420D15Rik,1
Mrpl42,1
Ube2n,1
Nudt4,1
Mir3058,1
Eea1,1
4930459C07Rik,1
Btg1,1
4930556N09Rik,1
Mir3966,1
Dcn,1
Lum,1
4930473O22Rik,1
Kera,1
Epyc,1
Gm10754,1
Ccer1,1
4930525C09Rik,1
Gm8633,1
Atp2b1,1
Poc1b,1
Galnt4,1
Dusp6,1
Gm20110,1
Gm18409,1
Csl,1
Kitl,1
Gm4301,1
Gm4312,1
Gm4303,1
Gm4305,1
Gm4307,1
Gm4302,1
Tmtc3,1
Cep290,1
4930430F08Rik,1
1700017N19Rik,1
Mgat4c,1
Mir3059,1
Nts,1
Rassf9,1
Alx1,1
Lrriq1,1
Slc6a15,1
Gm21293,1
Gm21304,1
Gm6763,1
Gm8764,1
Gm20765,1
Gm21312,1
Gm4340,1
1190007I07Rik&1500009L16Rik&1500026H17Rik&1600002K03Rik&1700009J07Rik&1700017N19Rik&1700028I16Rik&1700094J05Rik&1700113H08Rik&1810014B01Rik&1810043G02Rik&2310011J03Rik&2310039L15Rik&2610008E11Rik&2610028H24Rik&4930404N11Rik&4930430F08Rik&4930459C07Rik&4930463O16Rik&4930473O22Rik&4930483K19Rik&4930486F22Rik&4930525C09Rik&4930556N09Rik&4933407G14Rik&4933408J17Rik&5730420D15Rik&A230046K03Rik&A330049N07Rik&AU041133&Abca7&Abhd17a&Actr6&Adamtsl5&Adarb1&Adat3&Adora2a&Aes&Agpat3&Aire&Aldh1l2&Alx1&Amdhd1&Amh&Ankrd24&Anks1b&Ano4&Ap3d1&Apaf1&Apba3&Apc2&Appl2&Arid3a&Arl1&Ascl1&Ascl4&Atcay&Atcayos&Atp2b1&Atp5d&Atp8b3&BC025920&Bc1&Bcr&Bpifc&Bsg&Btbd11&Btbd2&Btg1&C2cd4c&Cabin1&Cactin&Casp14&Cbarp&Ccdc105&Ccdc38&Ccdc53&Ccer1&Cdc34&Cdk17&Celf5&Cep290&Cep83&Cep83os&Cfd&Chchd10&Chpt1&Chst11&Cirbp&Ckap4&Cnn2&Col18a1&Col6a1&Col6a2&Cradd&Creb3l3&Cry1&Csl&Csnk1g2&Cstb&D10Jhu81e&D10Wsu102e&Dapk3&Dazap1&Dcn&Ddt&Derl3&Dip2a&Diras1&Dnmt3l&Dohh&Dot1l&Dram1&Dusp6&E130317F20Rik&Eea1&Eef2&Efna2&Eid3&Elane&Elk3&Epyc&Fam207a&Fbxo7&Fgd6&Fgf22&Fhl4&Fstl3&Ftcd&Fzr1&Gadd45b&Galnt4&Gamt&Gas2l3&Ggt1&Ggt5&Gipc3&Glt8d2&Gm10024&Gm10100&Gm10142&Gm10272&Gm10318&Gm10754&Gm10778&Gm10778&Gm10787&Gm10941&Gm1553&Gm15915&Gm17745&Gm17769&Gm18409&Gm19402&Gm19668&Gm20110&Gm20757&Gm20765&Gm20765&Gm20765&Gm20765&Gm20765&Gm20765&Gm20765&Gm21293&Gm21293&Gm21293&Gm21293&Gm21293&Gm21293&Gm21293&Gm21304&Gm21304&Gm21304&Gm21304&Gm21304&Gm21304&Gm21304&Gm21312&Gm21312&Gm21312&Gm21312&Gm21312&Gm21312&Gm21312&Gm2696&Gm29684&Gm3238&Gm3285&Gm4301&Gm4301&Gm4301&Gm4302&Gm4303&Gm4303&Gm4303&Gm4303&Gm4305&Gm4305&Gm4305&Gm4305&Gm4307&Gm4307&Gm4307&Gm4307&Gm4312&Gm4312&Gm4312&Gm4340&Gm4792&Gm4925&Gm5134&Gm5779&Gm6763&Gm6763&Gm6763&Gm6763&Gm6763&Gm6763&Gm6763&Gm8580&Gm8633&Gm867&Gm8764&Gm8764&Gm8764&Gm8764&Gm8764&Gm8764&Gm8764&Gm9855&Gna11&Gna15&Gnaz&Gng7&Gnptab&Gpx4&Grin3b&Gstt1&Gstt2&Gstt3&Gstt4&Gucd1&Gzmm&Hal&Hcfc2&Hcn2&Hmg20b&Hmha1&Hsp90b1&Icosl&Igf1&Ikbip&Ilvbl&Itgb2&Izumo4&Jsrp1&Kera&Kiss1r&Kitl&Klf16&Krtap10-10&Krtap10-4&Krtap12-1&Lingo3&Lmnb2&Lrrc3&Lrrc75b&Lrriq1&Lsm7&Lss&Lta4h&Lum&Madcam1&Map2k2&Matk&Mbd3&Mcm3ap&Med16&Metap2&Mex3d&Mfsd12&Mgat4c&Midn&Mier2&Mif&Mir1191b&Mir1251&Mir135a-2&Mir1930&Mir1931&Mir1982&Mir3057&Mir3058&Mir3059&Mir331&Mir3966&Mir5615-1&Mir5615-2&Mir6409&Mir6410&Mir678&Mir6907&Mir6908&Mir6909&Mir6910&Mir6911&Mir6912&Mir6913&Mir7211&Mir7659&Mir7688&Misp&Mknk2&Mmp11&Mob3a&Mrpl42&Mrpl54&Mterf2&Mum1&Mybpc1&Ncln&Ndufa12&Ndufs7&Nedd1&Nfic&Nfyb&Nmrk2&Nr1h4&Nr2c1&Nt5dc3&Ntn4&Nts&Nuak1&Nudt4&Nup37&Oaz1&Oaz1-ps&Odf3l2&Olfr1351&Olfr1352&Olfr1353&Olfr1354&Olfr1355&Olfr1356&Olfr1357&Olfr57&Olfr8&Onecut3&Pah&Palm&Parpbp&Pcbp3&Pcdh15&Pcnt&Pcsk4&Pdxk&Pfkl&Pias4&Pip5k1c&Platr7&Plekhj1&Plk5&Plpp2&Plppr3&Plxnc1&Pmch&Poc1b&Pofut2&Polr2e&Polr3b&Polrmt&Prdm4&Prmt2&Prss57&Prtn3&Ptbp1&Pttg1ip&Pwp1&Pwp2&R3hdm4&Rab36&Rassf9&Reep6&Rexo1&Rfx4&Ric8b&Rmst&Rnf126&Rps15&Rrp1&Rsph14&Rtcb&S100b&S1pr4&Sbno2&Scamp4&Scyl2&Sf3a2&Sgta&Shc2&Sirt6&Slc17a8&Slc19a1&Slc1a6&Slc25a3&Slc39a3&Slc41a2&Slc5a4a&Slc5a4b&Slc5a8&Slc6a15&Smarcb1&Smim24&Snord37&Snrpd3&Snrpf&Socs2&Spatc1l&Specc1l&Spic&Sppl2b&Stab2&Stk11&Sumo3&Susd2&Sycp3&Syde1&Syn3&Tbxa2r&Tcf3&Tcp11l2&Tdg&Theg&Thop1&Timm13&Timp3&Tjp3&Tle2&Tle6&Tmcc3&Tmem259&Tmem263&Tmpo&Tmprss9&Tmtc3&Tpgs1&Trappc10&Trpm2&Tspear&Ttc41&Txnrd1&Tyms-ps&Ube2g2&Ube2n&Uhrf1bp1l&Upb1&Uqcr11&Usp44&Utp20&Vezt&Vmn2r80&Vmn2r81&Vmn2r82&Vmn2r83&Vpreb3&Wdr18&Ybey&Zbtb7a&Zfp280b&Zfp433&Zfp433&Zfp781&Zfp781&Zfp873&Zfp938&Zfr2&Zwint,1
Klrb1c,1
Klrb1cKlrb1c,1
Klrb1-Klrb1c,1
Klrb1c-Klrb1b,1
Cdh18,1
Gmds,1
Tpd52l1,1
1700021F05Rik&1700022H01Rik&1700023F02Rik&1700027J07Rik&1700040L02Rik&1700049L16Rik&1700113B09Rik&2010107G23Rik&4930407I19Rik&4930467K11Rik&4930507D05Rik&4930545H06Rik&4930591E09Rik&4933404K13Rik&4933411G06Rik&5730435O14Rik&9030612E09Rik&A830082N09Rik&Adamts14&Ado&Aifm2&Aim1&Amd1&Amd2&Anapc16&Ank3&Arid5b&Armc2&Ascc1&Ascc3&Asf1a&Atg5&Atoh7&BB019430&Bend3&Bicc1&Bves&C130030K03Rik&C730027H18Rik&Ccar1&Ccdc138&Ccdc162&Ccdc6&Cd164&Cd24a&Cdc40&Cdh23&Cdk1&Cdk19&Cep57l1&Cep85l&Chst3&Cisd1&Clvs2&Col10a1&Col13a1&Ctnna3&D030045P18Rik&D630013N20Rik&D830005E20Rik&Dcbld1&Ddit4&Ddo&Ddx21&Ddx50&Dna2&Dnajb12&Dnajc12&Dse&Dux&E130307A14Rik&Edar&Egr2&Eif4ebp2&F830002L21Rik&Fabp7&Fam13c&Fam162b&Fam184a&Fam229b&Fam26d&Fam26e&Fam26f&Fig4&Foxo3&Frk&Fyn&Gcc2&Gja1&Gm16998&Gm17455&Gm19395&Gm20597&Gm20611&Gm31763&Gm4981&Gopc&Gpr6&Gprc6a&Grik2&Gtf3c6&H2afy2&Hace1&Hdac2&Herc4&Hk1&Hk1os&Hkdc1&Hnrnph3&Hs3st5&Hsf2&Ipmk&Jmjd1c&Kif1bp&Lace1&Lama4&Lilr4b&Lilrb4a&Lims1&Lin28b&Lrrc20&Lrrtm3&Man1a&Marcks&Mcm9&Mcu&Mettl24&Mfsd4b1&Mfsd4b2&Mfsd4b3&Mfsd4b4&Mfsd4b5&Mical1&Micu1&Mir1929&Mir466j&Mir5108&Mir6408&Mir6906&Mir7215&Mir7662&Mrln&Msl3l2&Mypn&Nepn&Neurog3&Nkain2&Nodal&Npffr1&Nr2e1&Nrbf2&Nt5dc1&Nus1&Oit3&Ostm1&P4ha1&Pald1&Pbld1&Pbld2&Pcbd1&Pdss2&Phyhipl&Pkib&Pla2g12b&Pldi&Pln&Popdc3&Ppa1&Ppil6&Prdm1&Prep&Prf1&Psap&Qrsl1&Ranbp2&Reep3&Rev3l&Rfpl4b&Rfx6&Rhobtb1&Rnf217&Ros1&Rpf2&Rsph4a&Rtkn2&Rtn4ip1&Rufy2&Rwdd1&Sar1a&Scml4&Sec63&Sept10&Serinc1&Sesn1&Sgpl1&Sh3rf3&Sim1&Sirt1&Slc16a10&Slc16a9&Slc22a16&Slc25a16&Slc29a3&Slc35f1&Smpd2&Smpdl3a&Snord14c&Snord14d&Snord98&Snx3&Sobp&Sowahc&Speer5-ps1&Spock2&Srgn&Stox1&Sult3a1&Sult3a2&Supt4b&Supv3l1&Tacr2&Tbata&Tbc1d32&Tet1&Tfam&Tmem26&Tpd52l1&Traf3ip2&Trappc3l&Trdn&Tspan15&Tspyl1&Tspyl4&Tube1&Tysnd1&Ube2d1&Unc5b&Vgll2&Vps26a&Vsir&Wasf1&Wisp3&Zbtb24&Zfa-ps&Zfp365&Zufsp,1
Supt4b,1
Rnf217,1
Nkain2,1
Trdn,1
D830005E20Rik,1
Clvs2,1
Sult3a2,1
Sult3a1,1
Rsph4a,1
Zufsp,1
A830082N09Rik,1
Rwdd1,1
Trappc3l,1
Fam26d,1
Fam26e,1
Fam26f,1
Dse,1
Tspyl1,1
Tspyl4,1
Nt5dc1,1
Col10a1,1
Frk,1
Hs3st5,1
Hdac2,1
Marcks,1
4930591E09Rik,1
Rfpl4b,1
Lama4,1
Fam229b,1
Tube1,1
Wisp3,1
Fyn,1
Traf3ip2,1
E130307A14Rik,1
Rev3l,1
Mfsd4b4,1
Mfsd4b2,1
Mfsd4b3,1
Mfsd4b5,1
Mfsd4b1,1
Slc16a10,1
Rpf2,1
Gtf3c6,1
Amd1,1
Amd2,1
Cdk19,1
Slc22a16,1
Ddo,1
Mettl24,1
Cdc40,1
Wasf1,1
Gpr6,1
Fig4,1
Zbtb24,1
Mical1,1
Smpd2,1
Ppil6,1
Cd164,1
Ccdc162,1
5730435O14Rik,1
Cep57l1,1
Sesn1,1
Armc2,1
Foxo3,1
Lace1,1
Snx3,1
Nr2e1,1
Ostm1,1
Sec63,1
Scml4,1
Sobp,1
9030612E09Rik,1
Pdss2,1
Bend3,1
1700021F05Rik,1
Cd24a,1
F830002L21Rik,1
1700027J07Rik,1
4933404K13Rik,1
Qrsl1,1
Rtn4ip1,1
Aim1,1
Speer5-ps1,1
Atg5,1
Mir1929,1
Prdm1,1
Prep,1
Popdc3,1
Bves,1
Lin28b,1
Hace1,1
D030045P18Rik,1
Snord14d,1
Snord14c,1
C130030K03Rik,1
Grik2,1
Ascc3,1
Sim1,1
Lilr4b,1
Lilrb4a,1
Fam162b,1
Gprc6a,1
Rfx6,1
4933411G06Rik,1
Vgll2,1
Ros1,1
Dcbld1,1
Gopc,1
Nepn,1
Nus1,1
Zfa-ps,1
Slc35f1,1
Cep85l,1
Gm19395,1
Pln,1
Gm20597,1
Mcm9,1
Asf1a,1
Fam184a,1
Man1a,1
Gm16998,1
Tbc1d32,1
Msl3l2,1
Gja1,1
4930467K11Rik,1
Hsf2,1
Serinc1,1
Pkib,1
Fabp7,1
Smpdl3a,1
Dux,1
Gm4981,1
Gcc2,1
Lims1,1
Ranbp2,1
Ccdc138,1
Edar,1
BB019430,1
Sh3rf3,1
10-Sep,1
Sowahc,1
P4ha1,1
Pla2g12b,1
Oit3,1
Mcu,1
Micu1,1
Dnajb12,1
Ddit4,1
Anapc16,1
Ascc1,1
Spock2,1
Mir6906,1
Chst3,1
Psap,1
Cdh23,1
Vsir,1
Gm17455,1
Slc29a3,1
Unc5b,1
Mir6408,1
Pldi,1
Mir466j,1
Gm20611,1
Pcbd1,1
Sgpl1,1
Tbata,1
Adamts14,1
Prf1,1
Pald1,1
Nodal,1
Eif4ebp2,1
Lrrc20,1
Npffr1,1
Ppa1,1
1700022H01Rik,1
Sar1a,1
Tysnd1,1
Aifm2,1
H2afy2,1
Mir5108,1
Col13a1,1
2010107G23Rik,1
Neurog3,1
Tspan15,1
Mir7662,1
Tacr2,1
Hk1,1
Hk1os,1
Hkdc1,1
Supv3l1,1
4930507D05Rik,1
Vps26a,1
Srgn,1
Kif1bp,1
Ddx21,1
Ddx50,1
Stox1,1
Mir7215,1
Ccar1,1
Snord98,1
Tet1,1
Slc25a16,1
Dna2,1
Rufy2,1
Hnrnph3,1
Pbld2,1
Pbld1,1
Atoh7,1
Mypn,1
Herc4,1
Sirt1,1
Dnajc12,1
Ctnna3,1
Lrrtm3,1
1700023F02Rik,1
4930407I19Rik,1
Gm31763,1
Reep3,1
Jmjd1c,1
Nrbf2,1
Egr2,1
Ado,1
Zfp365,1
Rtkn2,1
Arid5b,1
4930545H06Rik,1
1700040L02Rik,1
Tmem26,1
Rhobtb1,1
Cdk1,1
Ank3,1
Ccdc6,1
Mrln,1
Slc16a9,1
Fam13c,1
Phyhipl,1
D630013N20Rik,1
Bicc1,1
C730027H18Rik,1
1700113B09Rik,1
Tfam,1
Ube2d1,1
Cisd1,1
Ipmk,1
1700049L16Rik,1
Ceacam20,1
Ceacam20&Gm10662&Gm10662&Gm10665&Gm10665&Gm10666&Gm10666&Gm10670&Gm10670&Gm16442&Gm16442&Gm16451&Gm16451&Gm4133&Gm4133&Gm4141&Gm4141&Gm4175&Gm4175&Gm4175&Gm4177&Gm4177&Gm4187&Gm4187&Gm4201&Gm4201&Gm4214&Gm4214&Gm4214&Gm4216&Gm4216&Gm4498&Gm4498&Gm4498&Gm4541&Gm4541&Gm4541&Gm4541&Gm4541&Gm4565&Gm4565&Gm4567&Gm4567&Gm5725&Gm5725&Gm5726&Gm5726&Gm5728&Gm5728&Gm5891&Gm5891&Gm6164&Gm6164&Gm6902&Gm6902&Gm6902&Gm8453&Gm8453&Gm8453&Gm8653&Gm8653&Gm8660&Gm8660&Gm8677&Gm8677&Gm8693&Gm8720&Gm8720&LOC101055864&LOC101055864&Nlrp4e&Nlrp5&Nlrp9b&V1rd18&V1rd19&Vmn1r-ps79&Vmn1r-ps79&Vmn1r100&Vmn1r100&Vmn1r101&Vmn1r101&Vmn1r103&Vmn1r104&Vmn1r104&Vmn1r107&Vmn1r107&Vmn1r107&Vmn1r107&Vmn1r107&Vmn1r111&Vmn1r111&Vmn1r111&Vmn1r111&Vmn1r112&Vmn1r113&Vmn1r114&Vmn1r115&Vmn1r116&Vmn1r117&Vmn1r118&Vmn1r118&Vmn1r118&Vmn1r119&Vmn1r120&Vmn1r121&Vmn1r122&Vmn1r123&Vmn1r124&Vmn1r125&Vmn1r126&Vmn1r127&Vmn1r128&Vmn1r129&Vmn1r130&Vmn1r130&Vmn1r130&Vmn1r130&Vmn1r130&Vmn1r131&Vmn1r131&Vmn1r131&Vmn1r131&Vmn1r132&Vmn1r132&Vmn1r135&Vmn1r135&Vmn1r137&Vmn1r137&Vmn1r137&Vmn1r137&Vmn1r137&Vmn1r138&Vmn1r138&Vmn1r138&Vmn1r138&Vmn1r139&Vmn1r139&Vmn1r142&Vmn1r142&Vmn1r143&Vmn1r143&Vmn1r148&Vmn1r149&Vmn1r149&Vmn1r151&Vmn1r152&Vmn1r152&Vmn1r155&Vmn1r155&Vmn1r155&Vmn1r155&Vmn1r155&Vmn1r157&Vmn1r158&Vmn1r159&Vmn1r160&Vmn1r163&Vmn1r163&Vmn1r165&Vmn1r165&Vmn1r165&Vmn1r165&Vmn1r165&Vmn1r166&Vmn1r166&Vmn1r166&Vmn1r166&Vmn1r167&Vmn1r168&Vmn1r169&Vmn1r170&Vmn1r171&Vmn1r172&Vmn1r173&Vmn1r174&Vmn1r175&Vmn1r176&Vmn1r177&Vmn1r178&Vmn1r179&Vmn1r180&Vmn1r181&Vmn1r183&Vmn1r91&Vmn1r93&Vmn1r93&Vmn1r94&Vmn1r94&Vmn1r95&Vmn1r95,1
Nlrp9b,1
Vmn1r91,1
Gm16442,1
Gm16451,1
Gm10666,1
Vmn1r93,1
Vmn1r142,1
Vmn1r94,1
Vmn1r143,1
Vmn1r95,1
Gm6164,1
Gm8653,1
Gm4498,1
Gm8453,1
Vmn1r118,1
Gm4133,1
Gm4187,1
